"id","type","description","url"
"266","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/pot79n5b.jpeg"
"266","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/pot79n5b.txt"
"267","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u1.jpeg"
"267","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u1.txt"
"268","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u2.jpeg"
"268","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u2.txt"
"269","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u3.jpeg"
"269","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u3.txt"
"270","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u4.jpeg"
"270","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u4.txt"
"271","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u5.jpeg"
"271","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u5.txt"
"272","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u6.jpeg"
"272","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u6.txt"
"273","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u7.jpeg"
"273","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u7.txt"
"274","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u8.jpeg"
"274","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u8.txt"
"275","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u9.jpeg"
"275","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u9.txt"
"276","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u10.jpeg"
"276","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u10.txt"
"277","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u11.jpeg"
"277","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u11.txt"
"278","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u12.jpeg"
"278","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u12.txt"
"279","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u13.jpeg"
"279","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u13.txt"
"280","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u14.jpeg"
"280","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u14.txt"
"281","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u15.jpeg"
"281","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u15.txt"
"282","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u16.jpeg"
"282","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u16.txt"
"283","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u17.jpeg"
"283","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u17.txt"
"284","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u18.jpeg"
"284","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u18.txt"
"285","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u19.jpeg"
"285","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u19.txt"
"286","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u20.jpeg"
"286","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u20.txt"
"287","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u21.jpeg"
"287","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u21.txt"
"288","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u22.jpeg"
"288","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u22.txt"
"289","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u23.jpeg"
"289","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u23.txt"
"290","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u24.jpeg"
"290","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u24.txt"
"291","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u25.jpeg"
"291","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u25.txt"
"292","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/zahn86u5.jpeg"
"292","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/zahn86u5.txt"
"293","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/zahn86u6.jpeg"
"293","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/zahn86u6.txt"
"294","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/wat89u10.jpeg"
"294","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/wat89u10.txt"
"295","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/wat89u11.jpeg"
"295","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/wat89u11.txt"
"296","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/wong90u1.jpeg"
"296","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/wong90u1.txt"
"297","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/wong90u2.jpeg"
"297","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/wong90u2.txt"
"298","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/wong90u3.jpeg"
"298","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/wong90u3.txt"
"299","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/petm1e1.jpeg"
"299","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/petm1e1.txt"
"300","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/petm1e2.jpeg"
"300","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/petm1e2.txt"
"301","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/petm2e1.jpeg"
"301","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/petm2e1.txt"
"302","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/petm2e2.jpeg"
"302","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/petm2e2.txt"
"303","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/mc90con1.jpeg"
"303","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/mc90con1.txt"
"304","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/mc90con2.jpeg"
"304","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/mc90con2.txt"
"305","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/mc90con3.jpeg"
"305","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/mc90con3.txt"
"306","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/flexfs.jpeg"
"306","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/flexfs.txt"
"307","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/shearfs.jpeg"
"307","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/shearfs.txt"
"308","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/modeln1.jpeg"
"308","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/modeln1.txt"
"309","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/modeln2.jpeg"
"309","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/modeln2.txt"
"310","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/modeln3.jpeg"
"310","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/modeln3.txt"
"311","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/modeln4.jpeg"
"311","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/modeln4.txt"
"312","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/modeln5.jpeg"
"312","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/modeln5.txt"
"313","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/modeln6.jpeg"
"313","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/modeln6.txt"
"314","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/j2spbaa1.jpeg"
"314","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/j2spbaa1.txt"
"315","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/j3ws21bs.jpeg"
"315","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/j3ws21bs.txt"
"316","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/j3ws22bs.jpeg"
"316","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/j3ws22bs.txt"
"317","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/j3ws25bs.jpeg"
"317","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/j3ws25bs.txt"
"318","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/j3ws26bs.jpeg"
"318","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/j3ws26bs.txt"
"319","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/j3ws27bs.jpeg"
"319","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/j3ws27bs.txt"
"320","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/arak1.jpeg"
"320","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/arak1.txt"
"321","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/arak2.jpeg"
"321","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/arak2.txt"
"322","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/arak3.jpeg"
"322","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/arak3.txt"
"323","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/arak4.jpeg"
"323","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/arak4.txt"
"324","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/arak6.jpeg"
"324","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/arak6.txt"
"325","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/arak8.jpeg"
"325","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/arak8.txt"
"326","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/arak9.jpeg"
"326","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/arak9.txt"
"327","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/arak10.jpeg"
"327","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/arak10.txt"
"328","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/arak11.jpeg"
"328","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/arak11.txt"
"329","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/arak12.jpeg"
"329","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/arak12.txt"
"330","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/arak13.jpeg"
"330","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/arak13.txt"
"331","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/arak14.jpeg"
"331","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/arak14.txt"
"332","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/arak15.jpeg"
"332","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/arak15.txt"
"333","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/arak16.jpeg"
"333","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/arak16.txt"
"334","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/arak17.jpeg"
"334","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/arak17.txt"
"335","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/arak18.jpeg"
"335","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/arak18.txt"
"336","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/arak19.jpeg"
"336","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/arak19.txt"
"337","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/arak20.jpeg"
"337","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/arak20.txt"
"338","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/arak21.jpeg"
"338","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/arak21.txt"
"339","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/arak22.jpeg"
"339","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/arak22.txt"
"340","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/arak23.jpeg"
"340","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/arak23.txt"
"341","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/arak24.jpeg"
"341","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/arak24.txt"
"342","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/arak25.jpeg"
"342","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/arak25.txt"
"343","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/arak26.jpeg"
"343","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/arak26.txt"
"344","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/arak27.jpeg"
"344","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/arak27.txt"
"345","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/arak28.jpeg"
"345","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/arak28.txt"
"346","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/kun97a2.jpeg"
"346","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/kun97a2.txt"
"347","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/kun97a3.jpeg"
"347","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/kun97a3.txt"
"348","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/kun97a4.jpeg"
"348","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/kun97a4.txt"
"349","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/kun97a5.jpeg"
"349","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/kun97a5.txt"
"350","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/kun97a6.jpeg"
"350","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/kun97a6.txt"
"351","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/kun97a7.jpeg"
"351","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/kun97a7.txt"
"352","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/kun97a8.jpeg"
"352","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/kun97a8.txt"
"353","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/kun97a9.jpeg"
"353","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/kun97a9.txt"
"354","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/kun97a10.jpeg"
"354","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/kun97a10.txt"
"355","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/kun97a11.jpeg"
"355","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/kun97a11.txt"
"356","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/kun97a12.jpeg"
"356","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/kun97a12.txt"
"357","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/benz94u1.jpeg"
"357","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/benz94u1.txt"
"358","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/benz94u2.jpeg"
"358","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/benz94u2.txt"
"359","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/hos97h1.jpeg"
"359","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/hos97h1.txt"
"360","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/vu98nh1.jpeg"
"360","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/vu98nh1.txt"
"361","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/vu98nh2.jpeg"
"361","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/vu98nh2.txt"
"362","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/vu98nh3.jpeg"
"362","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/vu98nh3.txt"
"363","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/vu98nh4.jpeg"
"363","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/vu98nh4.txt"
"364","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/vu98nh5.jpeg"
"364","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/vu98nh5.txt"
"365","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/vu98nh6.jpeg"
"365","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/vu98nh6.txt"
"366","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/kowal96fl1.jpeg"
"366","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/kow96fl1.txt"
"367","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/kowal96fl2.jpeg"
"367","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/kow96fl2.txt"
"368","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/kowal96fl3.jpeg"
"368","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/kow96fl3.txt"
"369","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/leh415.jpeg"
"369","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/leh415.txt"
"369","report","PEER-1998/01","http://peer.berkeley.edu/publications/peer_reports/reports_1998/9801.pdf"
"369","photo","Column 415 Final Damage State","http://peer.berkeley.edu/spdata/lehman_moehle_1998/fig3_18.jpg"
"370","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/leh815.jpeg"
"370","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/leh815.txt"
"370","report","PEER-1998/01","http://peer.berkeley.edu/publications/peer_reports/reports_1998/9801.pdf"
"370","photo","Column 815 Crack Pattern at 3.5-Inch Displacement","http://peer.berkeley.edu/spdata/lehman_moehle_1998/fig3_26.jpg"
"370","photo","Column 815 Damaged Region After Testing","http://peer.berkeley.edu/spdata/lehman_moehle_1998/fig3_32.jpg"
"370","photo","Actuators Used for Testing Column 815 and 1015","http://peer.berkeley.edu/spdata/lehman_moehle_1998/figb_7.jpg"
"371","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/leh1015.jpeg"
"371","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/leh1015.txt"
"371","report","PEER-1998/01","http://peer.berkeley.edu/publications/peer_reports/reports_1998/9801.pdf"
"371","photo","Actuators Used for Testing Column 815 and 1015","http://peer.berkeley.edu/spdata/lehman_moehle_1998/figb_7.jpg"
"371","photo","Column 1015 Spalled Region at 25-Inch Displacement","http://peer.berkeley.edu/spdata/lehman_moehle_1998/fig3_36.jpg"
"372","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/leh407.jpeg"
"372","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/leh407.txt"
"372","report","PEER-1998/01","http://peer.berkeley.edu/publications/peer_reports/reports_1998/9801.pdf"
"373","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/leh430.jpeg"
"373","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/leh430.txt"
"373","report","PEER-1998/01","http://peer.berkeley.edu/publications/peer_reports/reports_1998/9801.pdf"
"373","photo","Column 430 Spalled Region","http://peer.berkeley.edu/spdata/lehman_moehle_1998/fig3_22.jpg"
"374","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/leh328.jpeg"
"374","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/leh328.txt"
"374","report","PEER-2000/08","http://peer.berkeley.edu/publications/peer_reports/reports_2000/0008.pdf"
"375","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/leh828.jpeg"
"375","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/leh828.txt"
"375","report","PEER-2000/08","http://peer.berkeley.edu/publications/peer_reports/reports_2000/0008.pdf"
"376","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/leh1028.jpeg"
"376","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/leh1028.txt"
"376","report","PEER-2000/08","http://peer.berkeley.edu/publications/peer_reports/reports_2000/0008.pdf"
"377","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/srtic1.jpeg"
"377","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/srtic1.txt"
"378","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/srtic2.jpeg"
"378","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/srtic2.txt"
"379","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/srtic3.jpeg"
"379","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/srtic3.txt"
"380","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/saatrc1.jpeg"
"380","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/saatrc1.txt"
"381","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/saatrc2.jpeg"
"381","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/saatrc2.txt"
"382","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/saatrc3.jpeg"
"382","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/saatrc3.txt"
"383","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/saatrc4.jpeg"
"383","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/saatrc4.txt"
"384","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/saatrc6.jpeg"
"384","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/saatrc6.txt"
"385","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/saatrc7.jpeg"
"385","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/saatrc7.txt"
"386","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/saatrc8.jpeg"
"386","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/saatrc8.txt"
"387","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/saatrc9.jpeg"
"387","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/saatrc9.txt"
"388","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/nelpric1.txt"
"388","diagram","Test Setup","http://peer.berkeley.edu/spdata/nelson_price_2000/test_setup.gif"
"389","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/nelpric2.txt"
"389","photo","Column P2 Loss of Axial Load Capacity","http://peer.berkeley.edu/spdata/nelson_price_2000/column_p2.jpg"
"389","diagram","Test Setup","http://peer.berkeley.edu/spdata/nelson_price_2000/test_setup.gif"
"390","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/nelpric3.txt"
"390","photo","Column P3 Loss of Axial Load Capacity","http://peer.berkeley.edu/spdata/nelson_price_2000/column_p3.jpg"
"390","diagram","Test Setup","http://peer.berkeley.edu/spdata/nelson_price_2000/test_setup.gif"
"391","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/nelpric4.txt"
"391","diagram","Test Setup","http://peer.berkeley.edu/spdata/nelson_price_2000/test_setup.gif"
"392","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/henr415p.txt"
"393","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/henr415s.txt"
"394","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/chait3.txt"
"395","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/sod01C1.txt"
"396","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/sod01C2.txt"
"397","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/sod01C3.txt"
"398","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/sod01C4.txt"
"399","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/graf01C5.txt"
"400","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/graf01C6.txt"
"401","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/graf01C7.txt"
"402","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/graf01C8.txt"
"403","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/kow01no1.txt"
"404","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/kow01no2.txt"
"405","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/kow01no3.txt"
