"id","type","description","url","file","ok","skipped"
"194","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/moc32.txt","force_displacement_data\194_moc32.txt","true","false"
"195","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/moc33.txt","force_displacement_data\195_moc33.txt","true","false"
"196","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/abouorc1.txt","force_displacement_data\196_abouorc1.txt","true","false"
"197","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/abouorc2.txt","force_displacement_data\197_abouorc2.txt","true","false"
"198","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/abouorc3.txt","force_displacement_data\198_abouorc3.txt","true","false"
"199","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/abousc3.txt","force_displacement_data\199_abousc3.txt","true","false"
"200","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/abousc9.txt","force_displacement_data\200_abousc9.txt","true","false"
"201","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/thom94a1.txt","force_displacement_data\201_thom94a1.txt","true","false"
"202","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/thom94a3.txt","force_displacement_data\202_thom94a3.txt","true","false"
"203","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/thom94b1.txt","force_displacement_data\203_thom94b1.txt","true","false"
"204","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/thom94b2.txt","force_displacement_data\204_thom94b2.txt","true","false"
"205","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/thom94b3.txt","force_displacement_data\205_thom94b3.txt","true","false"
"206","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/thom94c1.txt","force_displacement_data\206_thom94c1.txt","true","false"
"207","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/thom94c2.txt","force_displacement_data\207_thom94c2.txt","true","false"
"208","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/thom94c3.txt","force_displacement_data\208_thom94c3.txt","true","false"
"209","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/thom94d1.txt","force_displacement_data\209_thom94d1.txt","true","false"
"210","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/thom94d2.txt","force_displacement_data\210_thom94d2.txt","true","false"
"211","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/thom94d3.txt","force_displacement_data\211_thom94d3.txt","true","false"
"212","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/sezen1.txt","force_displacement_data\212_sezen1.txt","true","false"
"213","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/sezen2.txt","force_displacement_data\213_sezen2.txt","true","false"
"214","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/sezen4.txt","force_displacement_data\214_sezen4.txt","true","false"
"215","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/1006015.txt","force_displacement_data\215_1006015.txt","true","false"
"216","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/1006025.txt","force_displacement_data\216_1006025.txt","true","false"
"217","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/1006040.txt","force_displacement_data\217_1006040.txt","true","false"
"218","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/10013015.txt","force_displacement_data\218_10013015.txt","true","false"
"219","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/10013025.txt","force_displacement_data\219_10013025.txt","true","false"
"220","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/10013040.txt","force_displacement_data\220_10013040.txt","true","false"
"221","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/806040.txt","force_displacement_data\221_806040.txt","true","false"
"222","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/1206040.txt","force_displacement_data\222_1206040.txt","true","false"
"223","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/1005540.txt","force_displacement_data\223_1005540.txt","true","false"
"224","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/1008040.txt","force_displacement_data\224_1008040.txt","true","false"
"225","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/1005552.txt","force_displacement_data\225_1005552.txt","true","false"
"226","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/1006052.txt","force_displacement_data\226_1006052.txt","true","false"
"227","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/Pujol_10-2-3N.txt","force_displacement_data\227_Pujol_10-2-3N.txt","true","false"
"228","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/Pujol_10-2-3S.txt","force_displacement_data\228_Pujol_10-2-3S.txt","true","false"
"229","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/Pujol_10-3-1.5N.txt","force_displacement_data\229_Pujol_10-3-1.5N.txt","true","false"
"230","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/Pujol_10-3-1.5S.txt","force_displacement_data\230_Pujol_10-3-1.5S.txt","true","false"
"231","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/Pujol_10-3-3N.txt","force_displacement_data\231_Pujol_10-3-3N.txt","true","false"
"232","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/Pujol_10-3-3S.txt","force_displacement_data\232_Pujol_10-3-3S.txt","true","false"
"233","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/Pujol_10-3-2N.txt","force_displacement_data\233_Pujol_10-3-2N.txt","true","false"
"234","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/Pujol_10-3-2S.txt","force_displacement_data\234_Pujol_10-3-2S.txt","true","false"
"237","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/Pujol_20-3-3N.txt","force_displacement_data\237_Pujol_20-3-3N.txt","true","false"
"238","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/Pujol_20-3-3S.txt","force_displacement_data\238_Pujol_20-3-3S.txt","true","false"
"239","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/Pujol_10-2-2N.txt","force_displacement_data\239_Pujol_10-2-2N.txt","true","false"
"240","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/Pujol_10-2-2S.txt","force_displacement_data\240_Pujol_10-2-2S.txt","true","false"
"241","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/Pujol_10-1-2N.txt","force_displacement_data\241_Pujol_10-1-2N.txt","true","false"
"242","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/Pujol_10-1-2S.txt","force_displacement_data\242_Pujol_10-1-2S.txt","true","false"
"243","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/Bechtoula_Kono_D1N30.txt","force_displacement_data\243_Bechtoula_Kono_D1N30.txt","true","false"
"244","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/Bechtoula_Kono_D1N60.txt","force_displacement_data\244_Bechtoula_Kono_D1N60.txt","true","false"
"245","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/Bechtoula_Kono_L1D60.txt","force_displacement_data\245_Bechtoula_Kono_L1D60.txt","true","false"
"246","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/Bechtoula_Kono_L1N60.txt","force_displacement_data\246_Bechtoula_Kono_L1N60.txt","true","false"
"247","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/Bechtoula_Kono_L1N6B.txt","force_displacement_data\247_Bechtoula_Kono_L1N6B.txt","true","false"
"248","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/Takemura_Kawashima1.txt","force_displacement_data\248_Takemura_Kawashima1.txt","true","false"
"248","website","Kawashima Earthquake Engineering Laboratory","http://seismic.cv.titech.ac.jp/index.html","force_displacement_data\248_index.html","false",""
"249","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/Takemura_Kawashima2.txt","force_displacement_data\249_Takemura_Kawashima2.txt","true","false"
"249","website","Kawashima Earthquake Engineering Laboratory","http://seismic.cv.titech.ac.jp/index.html","force_displacement_data\249_index.html","false",""
"250","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/Takemura_Kawashima3.txt","force_displacement_data\250_Takemura_Kawashima3.txt","true","false"
"250","website","Kawashima Earthquake Engineering Laboratory","http://seismic.cv.titech.ac.jp/index.html","force_displacement_data\250_index.html","false",""
"251","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/Takemura_Kawashima4.txt","force_displacement_data\251_Takemura_Kawashima4.txt","true","false"
"251","website","Kawashima Earthquake Engineering Laboratory","http://seismic.cv.titech.ac.jp/index.html","force_displacement_data\251_index.html","false",""
"252","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/Takemura_Kawashima5.txt","force_displacement_data\252_Takemura_Kawashima5.txt","true","false"
"252","website","Kawashima Earthquake Engineering Laboratory","http://seismic.cv.titech.ac.jp/index.html","force_displacement_data\252_index.html","false",""
"253","data","Force Displacement Data","http://depts.washington.edu/columdat/rectcol/txfiles/Takemura_Kawashima6.txt","force_displacement_data\253_Takemura_Kawashima6.txt","true","false"
"253","website","Kawashima Earthquake Engineering Laboratory","http://seismic.cv.titech.ac.jp/index.html","force_displacement_data\253_index.html","false",""
"254","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/dav75u1.jpeg","force_displacement_data\254_dav75u1.jpeg","true","false"
"254","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/dav75u1.txt","force_displacement_data\254_dav75u1.txt","true","false"
"255","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/dav75u2.jpeg","force_displacement_data\255_dav75u2.jpeg","true","false"
"255","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/dav75u2.txt","force_displacement_data\255_dav75u2.txt","true","false"
"256","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/dav75u3.jpeg","force_displacement_data\256_dav75u3.jpeg","true","false"
"256","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/dav75u3.txt","force_displacement_data\256_dav75u3.txt","true","false"
"257","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/mun76n1.jpeg","force_displacement_data\257_mun76n1.jpeg","true","false"
"257","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/mun76n1.txt","force_displacement_data\257_mun76n1.txt","true","false"
"258","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ng78no2.jpeg","force_displacement_data\258_ng78no2.jpeg","true","false"
"258","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ng78no2.txt","force_displacement_data\258_ng78no2.txt","true","false"
"259","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ng78no3.jpeg","force_displacement_data\259_ng78no3.jpeg","true","false"
"259","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ng78no3.txt","force_displacement_data\259_ng78no3.txt","true","false"
"260","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang81u1.jpeg","force_displacement_data\260_ang81u1.jpeg","true","false"
"260","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang81u1.txt","force_displacement_data\260_ang81u1.txt","true","false"
"261","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang81u2.jpeg","force_displacement_data\261_ang81u2.jpeg","true","false"
"261","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang81u2.txt","force_displacement_data\261_ang81u2.txt","true","false"
"262","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/pot79n1.jpeg","force_displacement_data\262_pot79n1.jpeg","true","false"
"262","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/pot79n1.txt","force_displacement_data\262_pot79n1.txt","true","false"
"263","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/pot79n3.jpeg","force_displacement_data\263_pot79n3.jpeg","true","false"
"263","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/pot79n3.txt","force_displacement_data\263_pot79n3.txt","true","false"
"264","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/pot79n4.jpeg","force_displacement_data\264_pot79n4.jpeg","true","false"
"264","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/pot79n4.txt","force_displacement_data\264_pot79n4.txt","true","false"
"265","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/pot79n5a.jpeg","force_displacement_data\265_pot79n5a.jpeg","true","false"
"265","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/pot79n5a.txt","force_displacement_data\265_pot79n5a.txt","true","false"
"266","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/pot79n5b.jpeg","force_displacement_data\266_pot79n5b.jpeg","true","false"
"266","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/pot79n5b.txt","force_displacement_data\266_pot79n5b.txt","true","false"
"267","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u1.jpeg","force_displacement_data\267_ang85u1.jpeg","true","false"
"267","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u1.txt","force_displacement_data\267_ang85u1.txt","true","false"
"268","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u2.jpeg","force_displacement_data\268_ang85u2.jpeg","true","false"
"268","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u2.txt","force_displacement_data\268_ang85u2.txt","true","false"
"269","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u3.jpeg","force_displacement_data\269_ang85u3.jpeg","true","false"
"269","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u3.txt","force_displacement_data\269_ang85u3.txt","true","false"
"270","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u4.jpeg","force_displacement_data\270_ang85u4.jpeg","true","false"
"270","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u4.txt","force_displacement_data\270_ang85u4.txt","true","false"
"271","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u5.jpeg","force_displacement_data\271_ang85u5.jpeg","true","false"
"271","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u5.txt","force_displacement_data\271_ang85u5.txt","true","false"
"272","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u6.jpeg","force_displacement_data\272_ang85u6.jpeg","true","false"
"272","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u6.txt","force_displacement_data\272_ang85u6.txt","true","false"
"273","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u7.jpeg","force_displacement_data\273_ang85u7.jpeg","true","false"
"273","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u7.txt","force_displacement_data\273_ang85u7.txt","true","false"
"274","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u8.jpeg","force_displacement_data\274_ang85u8.jpeg","true","false"
"274","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u8.txt","force_displacement_data\274_ang85u8.txt","true","false"
"275","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u9.jpeg","force_displacement_data\275_ang85u9.jpeg","true","false"
"275","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u9.txt","force_displacement_data\275_ang85u9.txt","true","false"
"276","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u10.jpeg","force_displacement_data\276_ang85u10.jpeg","true","false"
"276","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u10.txt","force_displacement_data\276_ang85u10.txt","true","false"
"277","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u11.jpeg","force_displacement_data\277_ang85u11.jpeg","true","false"
"277","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u11.txt","force_displacement_data\277_ang85u11.txt","true","false"
"278","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u12.jpeg","force_displacement_data\278_ang85u12.jpeg","true","false"
"278","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u12.txt","force_displacement_data\278_ang85u12.txt","true","false"
"279","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u13.jpeg","force_displacement_data\279_ang85u13.jpeg","true","false"
"279","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u13.txt","force_displacement_data\279_ang85u13.txt","true","false"
"280","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u14.jpeg","force_displacement_data\280_ang85u14.jpeg","true","false"
"280","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u14.txt","force_displacement_data\280_ang85u14.txt","true","false"
"281","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u15.jpeg","force_displacement_data\281_ang85u15.jpeg","true","false"
"281","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u15.txt","force_displacement_data\281_ang85u15.txt","true","false"
"282","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u16.jpeg","force_displacement_data\282_ang85u16.jpeg","true","false"
"282","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u16.txt","force_displacement_data\282_ang85u16.txt","true","false"
"283","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u17.jpeg","force_displacement_data\283_ang85u17.jpeg","true","false"
"283","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u17.txt","force_displacement_data\283_ang85u17.txt","true","false"
"284","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u18.jpeg","force_displacement_data\284_ang85u18.jpeg","true","false"
"284","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u18.txt","force_displacement_data\284_ang85u18.txt","true","false"
"285","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u19.jpeg","force_displacement_data\285_ang85u19.jpeg","true","false"
"285","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u19.txt","force_displacement_data\285_ang85u19.txt","true","false"
"286","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u20.jpeg","force_displacement_data\286_ang85u20.jpeg","true","false"
"286","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u20.txt","force_displacement_data\286_ang85u20.txt","true","false"
"287","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u21.jpeg","force_displacement_data\287_ang85u21.jpeg","true","false"
"287","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u21.txt","force_displacement_data\287_ang85u21.txt","true","false"
"288","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u22.jpeg","force_displacement_data\288_ang85u22.jpeg","true","false"
"288","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u22.txt","force_displacement_data\288_ang85u22.txt","true","false"
"289","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u23.jpeg","force_displacement_data\289_ang85u23.jpeg","true","false"
"289","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u23.txt","force_displacement_data\289_ang85u23.txt","true","false"
"290","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u24.jpeg","force_displacement_data\290_ang85u24.jpeg","true","false"
"290","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u24.txt","force_displacement_data\290_ang85u24.txt","true","false"
"291","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/ang85u25.jpeg","force_displacement_data\291_ang85u25.jpeg","true","false"
"291","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/ang85u25.txt","force_displacement_data\291_ang85u25.txt","true","false"
"292","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/zahn86u5.jpeg","force_displacement_data\292_zahn86u5.jpeg","true","false"
"292","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/zahn86u5.txt","force_displacement_data\292_zahn86u5.txt","true","false"
"293","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/zahn86u6.jpeg","force_displacement_data\293_zahn86u6.jpeg","true","false"
"293","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/zahn86u6.txt","force_displacement_data\293_zahn86u6.txt","true","false"
"294","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/wat89u10.jpeg","force_displacement_data\294_wat89u10.jpeg","true","false"
"294","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/wat89u10.txt","force_displacement_data\294_wat89u10.txt","true","false"
"295","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/wat89u11.jpeg","force_displacement_data\295_wat89u11.jpeg","true","false"
"295","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/wat89u11.txt","force_displacement_data\295_wat89u11.txt","true","false"
"296","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/wong90u1.jpeg","force_displacement_data\296_wong90u1.jpeg","true","false"
"296","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/wong90u1.txt","force_displacement_data\296_wong90u1.txt","true","false"
"297","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/wong90u2.jpeg","force_displacement_data\297_wong90u2.jpeg","true","false"
"297","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/wong90u2.txt","force_displacement_data\297_wong90u2.txt","true","false"
"298","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/wong90u3.jpeg","force_displacement_data\298_wong90u3.jpeg","true","false"
"298","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/wong90u3.txt","force_displacement_data\298_wong90u3.txt","true","false"
"299","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/petm1e1.jpeg","force_displacement_data\299_petm1e1.jpeg","true","false"
"299","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/petm1e1.txt","force_displacement_data\299_petm1e1.txt","true","false"
"300","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/petm1e2.jpeg","force_displacement_data\300_petm1e2.jpeg","true","false"
"300","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/petm1e2.txt","force_displacement_data\300_petm1e2.txt","true","false"
"301","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/petm2e1.jpeg","force_displacement_data\301_petm2e1.jpeg","true","false"
"301","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/petm2e1.txt","force_displacement_data\301_petm2e1.txt","true","false"
"302","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/petm2e2.jpeg","force_displacement_data\302_petm2e2.jpeg","true","false"
"302","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/petm2e2.txt","force_displacement_data\302_petm2e2.txt","true","false"
"303","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/mc90con1.jpeg","force_displacement_data\303_mc90con1.jpeg","true","false"
"303","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/mc90con1.txt","force_displacement_data\303_mc90con1.txt","true","false"
"304","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/mc90con2.jpeg","force_displacement_data\304_mc90con2.jpeg","true","false"
"304","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/mc90con2.txt","force_displacement_data\304_mc90con2.txt","true","false"
"305","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/mc90con3.jpeg","force_displacement_data\305_mc90con3.jpeg","true","false"
"305","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/mc90con3.txt","force_displacement_data\305_mc90con3.txt","true","false"
"306","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/flexfs.jpeg","force_displacement_data\306_flexfs.jpeg","true","false"
"306","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/flexfs.txt","force_displacement_data\306_flexfs.txt","true","false"
"307","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/shearfs.jpeg","force_displacement_data\307_shearfs.jpeg","true","false"
"307","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/shearfs.txt","force_displacement_data\307_shearfs.txt","true","false"
"308","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/modeln1.jpeg","force_displacement_data\308_modeln1.jpeg","true","false"
"308","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/modeln1.txt","force_displacement_data\308_modeln1.txt","true","false"
"309","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/modeln2.jpeg","force_displacement_data\309_modeln2.jpeg","true","false"
"309","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/modeln2.txt","force_displacement_data\309_modeln2.txt","true","false"
"310","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/modeln3.jpeg","force_displacement_data\310_modeln3.jpeg","true","false"
"310","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/modeln3.txt","force_displacement_data\310_modeln3.txt","true","false"
"311","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/modeln4.jpeg","force_displacement_data\311_modeln4.jpeg","true","false"
"311","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/modeln4.txt","force_displacement_data\311_modeln4.txt","true","false"
"312","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/modeln5.jpeg","force_displacement_data\312_modeln5.jpeg","true","false"
"312","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/modeln5.txt","force_displacement_data\312_modeln5.txt","true","false"
"313","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/modeln6.jpeg","force_displacement_data\313_modeln6.jpeg","true","false"
"313","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/modeln6.txt","force_displacement_data\313_modeln6.txt","true","false"
"314","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/j2spbaa1.jpeg","force_displacement_data\314_j2spbaa1.jpeg","true","false"
"314","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/j2spbaa1.txt","force_displacement_data\314_j2spbaa1.txt","true","false"
"315","graph","Force-Displacement Hysteresis","http://depts.washington.edu/columdat/circol/images/j3ws21bs.jpeg","force_displacement_data\315_j3ws21bs.jpeg","true","false"
"315","data","Force Displacement Data","http://depts.washington.edu/columdat/circol/txfiles/j3ws21bs.txt","force_displacement_data\315_j3ws21bs.txt","true","false"
